WKT,highway,noname,name,surface,maxspeed,ref,service,oneway,lanes,tracktype,smoothness,source_1
"LINESTRING (-6999720.949917 -2945566.75857545,-6999712.77822533 -2945564.75222555,-6999704.03684565 -2945565.02549391,-6999698.03478003 -2945567.87210677,-6999688.52675519 -2945576.95746876,-6999683.87879041 -2945579.85805611,-6999678.13104131 -2945581.80024631,-6999666.82164354 -2945581.61123407,-6999657.78152429 -2945582.5379067,-6999650.17579578 -2945583.75743852,-6999645.61261404 -2945588.51183932,-6999641.87472202 -2945597.26385635,-6999639.15525236 -2945601.92725335,-6999632.68149455 -2945604.91274519,-6999615.54415682 -2945606.42697893,-6999604.0742654 -2945605.76018594)",track,,,,,,,,,,,
"LINESTRING (-7002144.2158196 -2946064.17367235,-7002181.41163981 -2946136.63026227,-7002206.86602922 -2946193.26165905,-7002223.26256873 -2946219.7954013,-7002230.32560941 -2946223.3039835,-7002242.34019553 -2946217.62801512,-7002250.34747158 -2946214.39066776,-7002261.25801345 -2946219.79243052,-7002264.95180926 -2946226.03580598,-7002279.16825436 -2946263.29470529)",track,,,,,,,,,grade3,bad,
"LINESTRING (-7000963.22109238 -2945322.61637782,-7000916.86092514 -2945329.93415577,-7000888.00404058 -2945322.04542201,-7000863.46310947 -2945312.6981699,-7000846.46500224 -2945303.48277212,-7000837.14328713 -2945291.6526536,-7000820.28956075 -2945281.32436009,-7000796.71551608 -2945278.05613638,-7000772.1764468 -2945267.11229171,-7000749.88950659 -2945259.66409615,-7000734.50701313 -2945258.45728933,-7000721.25055894 -2945256.04081745)",track,yes,,gravel,,,,,,,,
"LINESTRING (-6999888.67082465 -2942365.23462296,-6999806.02167308 -2942477.59852759)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998955.3625227 -2941724.32427364,-6999002.11441916 -2941673.42612437)",track,,,,,,,,,grade3,bad,
"LINESTRING (-6999006.76566731 -2941549.78554992,-6999042.39897362 -2941576.19649933,-6999063.3248029 -2941606.54211461,-6999002.11441916 -2941673.42612437)",track,,,,,,,,,grade3,bad,
"LINESTRING (-6999170.35150105 -2941824.62367487,-6999161.70892281 -2941796.52529527,-6999002.11441916 -2941673.42612437,-6998638.62735048 -2941393.0858981)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998281.89104627 -2940709.5040075,-6998616.50676439 -2940665.77848043)",track,,,,,,,,,,,
"LINESTRING (-7000058.74370028 -2943513.11283821,-7000105.5333999 -2943391.44357618)",track,,,,,,,,,grade2,bad,
"LINESTRING (-7000220.06221067 -2943636.19028646,-7000105.8185761 -2943557.60393265,-7000058.74370028 -2943513.11283821,-6999955.68845079 -2943437.31509616,-6999973.99347026 -2943388.35298367)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6999821.13552864 -2943097.45906933,-6999776.16936845 -2943210.24335913,-6999757.71812117 -2943257.10588569,-6999754.69675205 -2943268.81013221,-6999757.44654702 -2943278.58280248,-6999765.655367 -2943288.63730735,-6999800.31713384 -2943310.57710469,-6999821.01127754 -2943324.43075224,-6999834.96352334 -2943329.329883,-6999844.58291854 -2943327.69298231,-6999853.04814803 -2943321.08479107,-6999858.79022843 -2943309.52436473,-6999861.78504467 -2943292.9993872,-6999863.81163541 -2943270.39650471,-6999870.96027972 -2943243.93277774,-6999888.29845787 -2943201.70270573)",track,yes,,,,,,,,grade2,bad,
"LINESTRING (-6999894.62148487 -2943077.4308745,-6999892.16511671 -2943108.65185291,-6999906.99960878 -2943141.59589787,-6999940.05379562 -2943160.35493688,-6999954.19146711 -2943173.74549739)",track,,,,,,,,,grade4,bad,
"LINESTRING (-6999780.4916633 -2942829.71802918,-6999702.77029737 -2942800.12282553)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6999927.28281297 -2942636.8424029,-6999914.78814217 -2942652.57117744,-6999908.55964254 -2942661.08405526,-6999899.26916949 -2942662.09891436,-6999882.91119617 -2942657.99422473,-6999873.62075351 -2942659.00908185,-6999865.15102388 -2942664.00299454,-6999851.0893011 -2942681.05991257,-6999842.58377849 -2942711.54473934,-6999837.76607375 -2942728.87124588,-6999818.31052162 -2942764.86134845,-6999797.55456989 -2942790.5881079,-6999780.4916633 -2942829.71802918,-6999762.85003336 -2942870.20997778,-6999747.06168308 -2942899.61737638,-6999735.8713484 -2942904.46713086,-6999715.02383908 -2942896.5601784,-6999660.61739124 -2942866.8538858,-6999650.04665404 -2942864.00414423,-6999639.62668342 -2942868.06125194,-6999634.23498814 -2942883.80090619,-6999633.36456019 -2942919.37562969,-6999633.24799599 -2942933.31023094,-6999631.58579233 -2942938.68160764,-6999628.26268515 -2942942.73213859,-6999623.08921695 -2942945.66916356)",track,yes,,,,,,,,grade2,bad,
"LINESTRING (-6999842.58377849 -2942711.54473934,-6999781.93689448 -2942690.49879597,-6999740.6935851 -2942666.49033351)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6999882.91119617 -2942657.99422473,-6999853.55952259 -2942631.51746782,-6999816.84104643 -2942622.55462852,-6999808.64920982 -2942612.49469327,-6999799.74743096 -2942582.90586281,-6999783.52750042 -2942568.07205035,-6999769.27220328 -2942570.21429633)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6999677.26369254 -2942280.86639937,-6999647.52599802 -2942278.95713495,-6999638.63112685 -2942272.08249375)",track,yes,,,,,,,,grade2,bad,
"LINESTRING (-6999734.53600586 -2942238.56554936,-6999706.45022131 -2942265.85349249,-6999677.26369254 -2942280.86639937)",track,yes,,,,,,,,grade2,bad,
"LINESTRING (-7002279.87436059 -2947316.57994675,-7002274.38936127 -2947301.85386116,-7002272.09342372 -2947275.89924425,-7002263.23851082 -2947254.28808936,-7002259.75626805 -2947207.34601262,-7002257.80115138 -2947185.55388371,-7002242.97937689 -2947157.40258537,-7002231.24003574 -2947131.95587287,-7002231.82966694 -2947108.2400918,-7002225.35454625 -2947082.61206335,-7002206.68279012 -2947044.54522105,-7002184.17584127 -2947014.17993287,-7002184.46214886 -2946994.31207007,-7002200.51544529 -2946940.21959403,-7002213.0454501 -2946872.37564868,-7002222.60325761 -2946849.88782641,-7002229.82000846 -2946839.48859044)",track,,,,,,,,,,,
"LINESTRING (-7002369.88213827 -2946762.03301266,-7002308.76587026 -2946751.27840136,-7002249.2863573 -2946738.2110363,-7002224.58208311 -2946728.38019802,-7002193.77017498 -2946709.92844058,-7002160.57306036 -2946705.09501164,-7002125.33984944 -2946711.65372149,-7002094.60293509 -2946726.84538437,-7002076.83448501 -2946737.65668307,-7002064.19755761 -2946747.00077688)",track,,,,,,,,,,,
"LINESTRING (-6997930.00339591 -2943906.41392769,-6997985.36003516 -2943786.7312588)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998337.72818786 -2943904.33830879,-6998219.60659302 -2943851.78110765,-6998181.22316787 -2943838.49002546,-6998155.08952609 -2943826.76512874,-6998121.58343681 -2943817.77877784,-6998070.3748086 -2943806.24703228)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6999304.7316782 -2943101.38859981,-6999324.44390678 -2943130.16297881,-6999334.78273801 -2943165.68908639,-6999330.82159499 -2943182.5399969)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6999499.91991757 -2943028.58987395,-6999436.14767603 -2943026.62899451,-6999402.64151957 -2943017.66336113,-6999382.25271042 -2943003.17603107,-6999373.1184843 -2943003.05314153,-6999355.38748461 -2943020.28543946,-6999336.26973285 -2943058.81835607,-6999304.77389591 -2943086.04742586,-6999304.7316782 -2943101.38859981)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6999382.25271042 -2943003.17603107,-6999396.4554156 -2942979.60661087)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998467.29139439 -2943454.88039509,-6998556.27840748 -2943488.90911142)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998295.23361494 -2943594.39788045,-6998441.90748564 -2943670.29956555)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998367.66377302 -2943385.90399176,-6998230.99221412 -2943326.34835467)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998259.09624279 -2943710.88205592,-6998086.51904689 -2943639.22055632)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998310.19139002 -2943546.23013354,-6998108.46651245 -2943454.90523127)",track,,,,,,,,,grade2,bad,
"LINESTRING (-6998344.4152382 -2943448.5390274,-6998125.31310731 -2943339.64584269)",track,,,,,,,,,grade2,bad,
"LINESTRING (-7001647.64577827 -2945698.39391927,-7001616.26803982 -2945692.02973842,-7001589.82888548 -2945692.94079995,-7001542.33579876 -2945669.42713619,-7001518.78316907 -2945672.57619007,-7001498.85805602 -2945653.11196985,-7001481.71391819 -2945651.41447096,-7001460.09960058 -2945661.93145541,-7001452.19521257 -2945658.11459658)",track,,,gravel,,,,,,,bad,
"LINESTRING (-7002356.48771234 -2945277.54034774,-7002242.93429663 -2945334.44266147,-7002164.62147989 -2945374.41890909,-7001953.16425384 -2945465.03982195,-7001922.26888864 -2945459.70006814,-7001838.67708121 -2945499.92290499,-7001830.17361176 -2945510.22627197,-7001825.61863172 -2945525.86768076,-7001821.90999481 -2945538.15293214,-7001811.57864573 -2945551.32533854,-7001733.8045498 -2945583.93185142,-7001731.28317803 -2945598.68110749,-7001813.87937498 -2945761.15680757)",track,yes,,,,,,,,grade3,bad,
"LINESTRING (-7002730.12538058 -2944905.93855178,-7002739.39175101 -2944955.74282855,-7002737.04146715 -2944980.61051052,-7002736.41820291 -2944989.91005027,-7002740.6568327 -2945015.21164501,-7002747.08109669 -2945042.14902485)",track,,,,,,,,,grade3,bad,
"LINESTRING (-7002797.41924307 -2944927.8577029,-7002810.30567222 -2944924.83226208,-7002833.37487752 -2944918.63081398,-7002875.15906872 -2944896.48171017,-7002891.47541125 -2944886.15550077,-7002909.75051613 -2944881.59499337,-7002927.1918516 -2944874.61414871,-7002940.15866984 -2944865.42012452,-7002955.06801474 -2944866.80804649,-7002962.10694556 -2944873.08786659,-7003042.58237788 -2945066.50219864)",track,yes,,,,,,,,grade3,bad,
"LINESTRING (-7003435.48411631 -2945071.91951429,-7003408.55615303 -2945050.92764125,-7003397.30209461 -2945032.17149455,-7003398.66593273 -2945012.73282867,-7003423.81107594 -2944895.52540824,-7003430.02693565 -2944875.9817469,-7003442.44109834 -2944864.25134089,-7003647.29558937 -2944784.06678412,-7003732.70223843 -2944748.7652087)",track,yes,,,,,,,,grade3,bad,
